sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
990,2,1.75,1.5,0,0,4,5,1912,0,98117,47.6772,-122.401,700,11690,250000
1380,3,3.0,1.0,0,0,4,6,1935,0,98118,47.5334,-122.272,1460,10010,277000
1930,3,2.25,1.0,0,0,5,7,1997,0,98133,47.7212,-122.342,1570,15650,391000
2680,5,3.5,1.0,0,0,3,8,1909,0,98059,47.4797,-122.117,3120,5030,597000
1170,3,1.25,1.5,0,0,4,5,1934,0,98118,47.5388,-122.29,1020,9150,156000
900,3,1.75,1.0,0,0,3,5,1986,0,98125,47.7338,-122.293,990,6390,238000
1490,3,1.75,1.0,0,0,3,6,1976,0,98052,47.6988,-122.13,1130,12710,578000
2040,4,2.25,2.0,0,0,3,8,1936,0,98133,47.7516,-122.326,2090,6050,547000
2030,3,2.5,1.0,0,0,3,8,1905,2012,98052,47.6834,-122.127,1480,9270,709000
1920,3,2.0,1.0,0,0,4,8,1963,0,98115,47.6765,-122.309,1450,5770,604000
1260,4,1.0,2.0,0,0,4,6,1945,0,98117,47.6849,-122.373,970,9500,361000
1290,2,2.0,1.0,0,1,1,6,1983,0,98059,47.5049,-122.141,600,3960,334000
1310,3,1.25,3.0,0,0,3,6,1978,0,98115,47.6939,-122.302,1230,7590,420000
1230,1,1.5,1.0,0,0,4,6,1970,0,98106,47.5316,-122.34,1040,4250,242000
2970,6,3.75,1.0,0,0,1,8,1963,0,98199,47.6613,-122.403,2770,17640,894000
2110,5,2.75,2.0,0,0,3,8,2008,0,98144,47.5943,-122.295,1530,5090,577000
2110,4,3.0,1.0,0,0,4,8,1961,0,98117,47.6877,-122.372,2060,3680,586000
1090,2,1.25,2.0,0,0,4,6,1978,0,98031,47.4002,-122.186,1110,10170,270000
1070,3,1.0,2.0,0,0,3,6,1988,0,98059,47.5009,-122.123,1280,4860,287000
1980,4,2.25,1.0,0,0,4,6,1978,0,98118,47.5689,-122.262,1830,3310,378000
2700,6,3.25,1.0,0,0,5,9,1945,0,98112,47.6358,-122.3,2620,5230,1643000
1800,3,1.75,1.0,0,0,3,8,1984,0,98133,47.7413,-122.348,1900,8080,563000
1580,2,2.25,1.0,0,0,5,7,2006,0,98144,47.6008,-122.29,1670,13280,550000
1910,4,2.25,1.0,0,0,4,9,1936,0,98052,47.6919,-122.084,1930,7780,875000
1570,4,1.5,1.5,0,0,4,6,1966,0,98144,47.5853,-122.29,1750,9550,449000
1710,3,2.25,2.0,1,3,4,7,1961,0,98199,47.6689,-122.386,2250,8110,1250000
3240,5,3.75,2.0,0,0,4,8,1934,0,98059,47.4696,-122.141,1650,13670,838000
2110,4,2.5,2.0,0,0,4,6,1952,0,98004,47.6161,-122.222,1350,7020,800000
1290,2,2.0,2.0,0,3,3,5,1919,1992,98133,47.7118,-122.351,800,7760,325000
2170,5,2.25,1.0,0,2,3,7,1904,2007,98133,47.7278,-122.338,2210,11800,464000
1180,3,1.0,3.0,0,0,3,6,1935,0,98106,47.5296,-122.355,890,5900,224000
730,2,1.0,1.0,0,0,3,5,1913,0,98023,47.3176,-122.352,850,14950,95000
1400,3,2.25,1.0,0,1,3,8,1978,0,98031,47.4418,-122.191,1070,4600,309000
2610,5,4.0,1.0,0,0,4,8,1927,0,98112,47.6478,-122.275,1810,4380,1178000
1600,4,2.25,1.0,0,0,3,6,1961,0,98103,47.6692,-122.355,1540,3170,426000
2670,5,3.5,1.0,0,0,3,8,1981,0,98042,47.3622,-122.104,2180,3820,433000
1790,4,2.0,1.0,0,0,3,7,1967,0,98144,47.5787,-122.306,1900,3300,388000
650,2,1.75,1.0,0,0,5,7,1994,0,98031,47.4183,-122.206,600,6170,119000
2300,6,2.75,2.0,0,0,4,8,1901,0,98052,47.6886,-122.117,1840,9480,750000
3220,6,4.5,1.0,0,0,2,7,2010,0,98118,47.5338,-122.274,3440,15220,609000
2370,4,3.25,1.0,0,0,3,7,1992,0,98112,47.619,-122.291,1610,9090,987000
1560,3,1.75,2.0,0,0,3,7,1940,0,98052,47.6941,-122.122,1370,5250,544000
1840,4,2.75,1.5,0,2,3,8,1952,0,98033,47.6965,-122.22,1970,5530,904000
4090,7,5.25,1.0,0,0,3,11,1915,0,98004,47.6252,-122.201,5500,8160,2108000
960,3,1.75,1.0,0,0,3,7,2009,0,98125,47.7186,-122.321,1300,5190,255000
2210,4,2.75,1.0,0,0,3,8,1978,0,98118,47.5561,-122.264,2390,8770,623000
1640,3,2.25,1.5,0,0,3,6,2015,0,98199,47.644,-122.412,1680,6720,606000
2440,5,3.0,2.0,0,0,4,8,1999,0,98117,47.7008,-122.375,2140,9330,677000
2960,5,3.5,1.0,0,0,4,8,1956,0,98106,47.5216,-122.341,3180,8710,684000
1320,2,1.5,2.0,0,0,3,6,2001,0,98059,47.4635,-122.111,1190,8880,354000
1320,3,2.0,1.0,0,0,3,5,1959,0,98004,47.6466,-122.194,1620,13410,590000
1450,2,1.25,1.0,0,0,3,7,1908,0,98112,47.6547,-122.302,1330,6910,727000
3340,5,4.0,1.5,0,0,3,9,1922,0,98031,47.4001,-122.18,2580,8930,604000
2690,5,3.0,2.0,0,0,3,8,1944,0,98033,47.69,-122.201,2620,13010,1124000
1930,3,2.5,2.0,0,0,3,8,1968,0,98059,47.4806,-122.132,1290,3230,400000
1670,3,2.0,1.0,0,0,5,8,2012,0,98117,47.6903,-122.387,1620,4290,646000
1550,4,1.5,1.0,0,3,4,8,1907,0,98125,47.7055,-122.291,1080,5220,486000
4450,7,5.5,2.0,0,0,3,10,2000,0,98106,47.5437,-122.329,4710,4850,1201000
1010,3,1.5,1.0,0,0,3,6,1933,0,98059,47.4743,-122.134,1110,9410,217000
1460,3,2.25,2.0,0,0,3,8,1988,0,98059,47.493,-122.127,1600,4460,383000
1110,1,1.0,2.0,0,0,4,6,1954,0,98031,47.4084,-122.205,1000,14940,193000
3590,6,4.5,2.0,0,0,3,8,1935,0,98118,47.5561,-122.271,2400,3970,647000
1200,2,2.0,1.5,0,0,3,8,1946,0,98033,47.6612,-122.188,1450,3590,580000
940,2,1.0,2.0,0,0,4,5,1996,0,98059,47.4768,-122.143,850,11230,220000
2740,5,2.5,1.0,0,0,4,8,2006,0,98112,47.6395,-122.312,2880,27850,1420000
1950,3,2.75,2.0,0,0,3,7,1988,0,98052,47.6831,-122.126,1680,3970,645000
2540,5,4.0,2.0,0,0,5,9,1964,0,98004,47.6178,-122.221,2070,16930,1667000
2180,4,4.25,2.0,0,0,4,7,1936,0,98133,47.739,-122.333,2530,3990,496000
1190,4,1.5,2.0,0,0,5,5,1900,0,98117,47.6791,-122.375,1320,6430,365000
2020,3,2.0,1.0,0,0,4,7,1910,0,98059,47.4834,-122.125,1760,18630,398000
1350,4,1.25,1.0,0,0,3,6,1956,0,98199,47.6567,-122.41,1790,10830,336000
3050,5,3.75,1.0,0,0,3,10,1931,0,98118,47.5627,-122.27,3520,5640,838000
1330,2,1.25,2.0,0,0,3,7,1900,0,98042,47.3749,-122.107,1210,9080,223000
1840,4,3.0,1.0,0,0,4,8,2000,0,98042,47.3524,-122.12,1090,8060,368000
2630,5,4.0,1.0,0,0,4,9,1968,0,98118,47.5317,-122.245,2670,5320,732000
1720,4,3.25,2.0,0,0,3,8,1932,0,98125,47.7297,-122.305,1930,7100,370000
2920,7,3.5,1.5,0,0,4,8,1978,0,98117,47.6992,-122.388,1380,8590,831000
1050,3,1.5,1.0,0,0,4,5,1941,1997,98103,47.6962,-122.345,1020,8250,351000
3040,5,4.0,3.0,0,0,5,9,1922,0,98004,47.6115,-122.191,2760,10410,1695000
1730,3,2.0,2.0,0,0,5,9,2002,0,98133,47.7376,-122.347,2070,12150,344000
3830,7,4.5,1.0,0,0,3,9,1955,0,98033,47.6815,-122.191,4380,10270,1627000
1070,2,2.0,1.0,0,0,4,7,1945,0,98059,47.5032,-122.137,1000,5290,249000
2040,4,2.5,3.0,0,0,3,7,1982,0,98118,47.5493,-122.252,1980,6700,397000
3020,5,3.25,1.0,0,3,3,9,1989,0,98178,47.4827,-122.256,2290,4530,763000
2010,3,1.5,1.0,0,1,3,7,2012,0,98023,47.3121,-122.37,1700,6510,323000
1910,4,3.0,1.5,0,0,4,7,1953,0,98033,47.6849,-122.21,1240,16900,982000
2280,4,3.0,2.0,0,0,3,8,1974,0,98059,47.4843,-122.114,2260,2940,545000
1490,4,2.0,2.0,0,0,3,8,1941,1996,98052,47.6689,-122.12,1010,10680,615000
2260,3,3.25,1.0,0,0,3,9,1905,0,98178,47.4801,-122.243,1800,3500,429000
2300,6,2.5,1.0,0,0,3,6,1988,0,98117,47.7068,-122.368,2030,2880,535000
1050,3,1.25,2.0,0,0,3,5,1936,0,98103,47.6563,-122.356,1160,40000,264000
1490,3,2.25,1.0,0,0,3,8,1902,0,98178,47.4907,-122.218,1270,9650,221000
2910,6,4.25,2.0,0,0,5,9,1989,0,98103,47.6727,-122.334,2620,4690,1143000
1670,3,2.25,2.0,0,4,5,7,2007,0,98144,47.6018,-122.3,1200,16240,502000
1640,4,2.0,2.0,0,0,3,8,2011,0,98042,47.3759,-122.126,1560,8110,311000
1630,4,1.25,2.0,0,0,3,7,1991,0,98112,47.633,-122.298,2000,15470,597000
1070,2,2.0,2.0,0,4,3,6,1952,2002,98042,47.3835,-122.121,1010,11840,321000
1490,3,2.0,1.0,0,0,4,7,1952,1987,98199,47.6537,-122.405,1370,7450,561000
2300,3,2.75,1.5,0,0,3,8,1939,0,98052,47.691,-122.134,1680,6170,677000
2360,5,3.5,1.0,0,0,3,8,1991,0,98112,47.6302,-122.285,2120,7370,1300000
1610,3,2.5,1.0,0,0,3,6,1929,0,98117,47.6736,-122.379,1620,5630,405000
1880,5,2.0,1.0,0,0,3,7,1996,0,98199,47.6765,-122.399,2040,27260,567000
3800,7,4.5,2.0,0,0,4,10,1995,0,98106,47.5233,-122.358,4290,10340,862000
3650,6,4.25,1.0,0,0,4,10,1985,0,98033,47.6571,-122.198,3780,8440,2011000
2550,7,3.25,1.0,0,0,3,8,1902,0,98042,47.3679,-122.102,2050,6820,517000
1620,2,2.0,2.0,0,0,4,9,1985,0,98178,47.4857,-122.249,1090,7580,440000
2140,4,2.5,1.0,0,0,3,7,1942,0,98042,47.3639,-122.115,2520,10860,368000
2910,5,3.5,2.0,0,0,3,9,1981,0,98178,47.4868,-122.257,3290,8030,635000
2260,4,3.0,2.0,0,0,5,8,1922,0,98115,47.6734,-122.299,2130,10390,689000
5080,7,5.5,1.0,0,2,5,12,2014,0,98031,47.4049,-122.197,4610,10260,1524000
2560,5,3.5,1.0,0,0,3,8,1960,0,98106,47.5391,-122.362,2930,9420,565000
1270,3,1.25,2.0,0,2,4,8,1917,0,98117,47.7018,-122.368,830,8330,660000
1420,2,2.25,1.5,0,0,3,5,2004,0,98178,47.4882,-122.231,1370,8450,261000
1820,3,2.5,1.5,0,0,3,7,1901,0,98004,47.6154,-122.207,2000,8870,933000
3760,6,4.0,1.0,0,0,4,10,1931,0,98118,47.5496,-122.255,1870,8270,834000
550,2,0.75,1.0,0,0,3,6,1939,0,98118,47.5272,-122.285,640,11900,126000
1410,4,2.5,1.0,0,0,3,6,1927,0,98118,47.5222,-122.286,1400,7470,170000
2290,4,1.75,1.0,0,1,4,7,1930,0,98178,47.5136,-122.269,1330,31920,383000
2050,6,2.75,1.0,0,0,4,6,1974,0,98125,47.7133,-122.298,1800,13450,582000
3650,6,4.0,2.0,0,0,3,8,1947,1991,98059,47.4679,-122.131,3420,4290,892000
1290,4,2.0,2.0,0,2,4,6,1958,0,98112,47.614,-122.301,1010,10860,546000
3430,7,4.5,2.0,0,0,3,10,1916,0,98118,47.5569,-122.269,3030,10470,665000
3610,7,3.75,1.0,0,0,3,10,1916,0,98118,47.5343,-122.288,3560,10210,691000
1840,4,2.5,1.0,0,2,3,8,1939,0,98112,47.6278,-122.291,1710,2860,1014000
2030,4,2.25,1.0,0,0,2,7,1923,0,98031,47.405,-122.199,1090,12750,350000
2170,5,2.5,2.0,0,0,3,8,1936,0,98059,47.4796,-122.153,2160,12420,632000
2580,6,3.75,2.0,0,0,3,10,1972,0,98117,47.6924,-122.398,2050,5870,989000
2350,4,3.25,2.0,0,0,4,8,1911,0,98125,47.7119,-122.304,2460,12270,625000
2120,3,3.5,1.0,0,1,3,7,1983,0,98178,47.4858,-122.244,2720,9540,478000
1840,4,2.5,1.0,0,0,3,6,1935,0,98199,47.659,-122.406,1710,5420,755000
2010,4,1.75,2.0,0,0,3,8,2006,0,98115,47.6919,-122.293,2050,6370,738000
1290,4,2.0,1.0,0,0,4,6,1948,0,98106,47.5149,-122.364,1090,15370,318000
2850,6,3.25,2.0,0,0,3,8,1940,0,98042,47.3694,-122.101,2460,5320,557000
1980,4,2.75,2.0,0,0,3,9,1944,0,98023,47.3158,-122.365,1490,5890,424000
1900,4,2.5,1.0,0,0,4,8,2015,0,98042,47.3436,-122.132,1190,2460,366000
1380,3,1.5,1.0,0,0,3,7,1918,0,98042,47.3654,-122.113,1400,13470,228000
2350,2,3.0,2.0,0,2,3,7,1969,0,98178,47.486,-122.263,1940,7390,492000
880,2,1.25,1.5,0,0,3,7,1921,2005,98023,47.314,-122.357,660,10950,198000
1830,3,3.0,2.0,0,0,3,7,1912,0,98103,47.6652,-122.339,2010,9380,699000
1710,3,1.75,2.0,0,0,3,8,1948,0,98133,47.755,-122.321,1240,3760,462000
1630,4,2.0,2.0,0,0,3,5,1904,0,98106,47.5242,-122.37,1060,8940,226000
1440,3,2.25,2.0,0,0,3,7,1960,2001,98112,47.6174,-122.27,870,8900,666000
2510,6,3.5,2.0,0,2,3,9,2002,0,98004,47.6209,-122.201,3120,4410,1255000
1530,2,2.0,1.0,0,0,2,5,1989,0,98042,47.3865,-122.097,1960,11130,193000
1980,4,2.75,1.5,0,0,3,6,1906,0,98112,47.6306,-122.308,1610,2950,833000
2460,5,3.0,1.0,0,0,5,7,1927,0,98042,47.3424,-122.113,2440,5170,488000
1590,3,2.75,1.0,0,0,5,6,2010,0,98199,47.6524,-122.412,1620,7140,705000
1330,2,2.0,2.0,0,0,3,6,1994,0,98033,47.6826,-122.19,1130,11690,586000
1810,5,2.25,2.0,0,0,3,8,1971,0,98133,47.7517,-122.331,1990,6830,454000
3240,6,4.25,2.0,0,0,3,9,1934,0,98031,47.4155,-122.167,2700,12540,687000
1700,3,2.25,1.0,0,0,4,9,1981,0,98125,47.716,-122.299,1230,12790,346000
1880,3,2.5,2.0,0,0,3,7,1911,0,98117,47.6811,-122.401,1550,7230,437000
1320,4,1.75,1.0,0,0,3,5,1904,0,98033,47.6951,-122.215,1300,13850,418000
2020,4,2.25,2.0,0,0,4,9,1940,0,98031,47.4106,-122.181,2250,5600,472000
2110,5,2.5,1.0,0,0,3,8,1974,0,98004,47.6163,-122.2,1850,10150,1093000
1470,4,2.25,1.5,0,0,4,6,2009,0,98052,47.6816,-122.119,1390,4390,436000
3300,6,3.5,3.0,0,0,3,8,1989,0,98031,47.4147,-122.197,2840,8970,605000
2710,5,3.0,2.0,0,3,2,8,1990,0,98052,47.6693,-122.137,2480,4170,1329000
1850,4,1.75,1.0,0,0,3,8,1925,1985,98031,47.4203,-122.209,1850,4070,419000
2250,5,2.75,1.0,0,0,3,8,1929,0,98118,47.5162,-122.254,2380,10880,458000
2820,5,3.25,1.0,0,0,3,9,2012,0,98144,47.5874,-122.288,2810,7300,1041000
2070,4,2.25,3.0,0,0,3,8,1978,0,98033,47.6848,-122.181,2390,8860,799000
1960,5,3.0,1.0,0,0,4,8,1920,0,98023,47.3196,-122.358,1300,3670,339000
2220,4,2.75,2.0,0,0,3,7,1988,0,98118,47.5554,-122.271,1510,11490,541000
3560,6,4.25,2.0,0,0,3,9,1948,0,98144,47.5776,-122.288,2540,10920,886000
1530,3,2.5,1.5,0,0,3,5,1904,2011,98117,47.7025,-122.387,1430,13210,430000
2860,5,3.75,1.5,0,0,5,9,1973,0,98125,47.7347,-122.303,2730,11840,1023000
1400,4,2.0,1.0,0,0,3,7,1937,0,98144,47.5918,-122.29,670,6950,270000
750,2,1.0,2.0,0,0,3,7,1939,0,98004,47.6402,-122.186,640,13390,426000
1820,3,2.0,1.0,0,0,4,6,2008,0,98199,47.663,-122.398,1370,13460,546000
1180,2,1.25,1.0,0,2,3,5,1993,0,98125,47.7234,-122.308,1240,6120,294000
1610,4,1.75,1.0,0,0,4,6,1996,0,98144,47.5775,-122.268,1430,10430,365000
2160,4,3.0,2.0,0,0,3,5,1972,0,98117,47.6963,-122.391,1800,3000,484000
3290,6,4.25,1.0,0,0,4,10,1923,0,98033,47.681,-122.195,3220,7500,1401000
2120,5,2.25,1.0,0,0,4,8,1909,0,98133,47.7583,-122.363,1990,12920,633000
3370,7,3.75,2.0,0,0,3,10,1905,0,98115,47.6854,-122.318,3630,4670,1282000
1800,3,2.25,2.0,0,0,3,7,1962,0,98106,47.5432,-122.347,1290,5760,355000
2410,5,2.5,3.0,0,0,3,9,1971,0,98115,47.6555,-122.284,2050,5060,1001000
2500,5,3.0,2.0,0,0,3,10,1934,0,98052,47.6809,-122.115,2020,12450,969000
1930,3,3.0,3.0,0,0,4,7,1901,0,98023,47.3036,-122.357,1370,7770,284000
2450,6,2.5,2.0,0,2,3,8,1920,0,98004,47.6245,-122.201,2860,10090,1820000
2210,4,2.5,1.0,0,0,3,8,1998,0,98106,47.5142,-122.339,1640,4250,421000
1720,4,2.5,1.0,0,0,3,8,1969,0,98115,47.6722,-122.317,1370,4180,579000
2490,5,3.25,1.0,0,0,3,7,1958,0,98106,47.5362,-122.343,2400,8220,478000
970,2,1.75,1.0,0,4,3,7,1966,0,98112,47.6385,-122.284,800,4870,669000
2500,4,2.5,1.5,0,2,3,9,2014,0,98042,47.3551,-122.109,1870,6450,564000
980,3,1.5,1.0,0,0,3,4,1977,0,98103,47.6813,-122.348,840,4880,235000
1020,1,1.75,1.5,0,0,3,7,2008,0,98112,47.6393,-122.299,860,8030,481000
2110,4,2.5,1.0,0,0,4,8,1970,2013,98103,47.6716,-122.331,2000,10520,728000
1320,3,1.5,1.5,0,0,4,5,1901,0,98117,47.6748,-122.383,1420,6710,263000
1520,4,2.0,1.0,0,0,3,6,1993,0,98059,47.4907,-122.132,1270,12500,349000
3370,5,4.5,1.0,0,0,3,9,1942,0,98118,47.538,-122.278,2660,12160,722000
1980,3,2.5,1.0,0,0,1,7,1933,0,98199,47.6347,-122.385,2090,19100,666000
1070,2,1.75,2.0,0,0,3,6,1903,1986,98004,47.6158,-122.215,950,4150,694000
2390,4,2.25,1.0,0,0,3,8,1984,0,98125,47.7325,-122.3,1450,11370,550000
3800,7,4.25,1.0,0,0,3,10,1924,2010,98023,47.3096,-122.371,3690,12080,735000
2480,5,3.25,1.0,0,0,4,10,1975,0,98033,47.6865,-122.203,2330,6490,1029000
1830,4,2.25,2.0,0,0,3,7,1919,0,98125,47.7103,-122.291,1690,11680,461000
1290,3,1.75,2.0,0,0,3,6,1983,0,98125,47.706,-122.299,1260,4910,293000
650,2,0.75,1.0,0,1,3,6,1907,0,98052,47.6701,-122.125,670,5140,246000
3320,7,4.25,1.0,0,0,2,8,1999,0,98117,47.7129,-122.387,2850,4830,824000
2600,5,2.5,1.0,0,0,3,8,1909,0,98106,47.5688,-122.348,1600,3730,487000
1870,4,1.75,1.5,0,0,3,7,1910,0,98103,47.6677,-122.339,1190,5940,505000
1610,3,1.75,2.0,0,0,3,7,1962,0,98144,47.5591,-122.305,1090,6270,327000
1990,4,2.25,1.0,0,0,3,7,1976,0,98106,47.557,-122.372,1590,5300,426000
1470,3,1.25,1.0,0,2,3,6,1988,0,98118,47.5501,-122.262,860,9140,377000
1260,3,2.0,1.0,0,0,3,6,1969,0,98117,47.6936,-122.368,1020,12770,400000
1870,3,3.0,1.0,0,2,3,7,1997,0,98144,47.5865,-122.277,1040,8590,553000
4210,7,5.5,1.0,0,0,3,11,1921,0,98031,47.3852,-122.191,2650,10090,761000
1680,4,2.0,2.0,0,0,4,7,2007,0,98106,47.5363,-122.331,1790,3200,311000
3680,4,4.25,2.0,0,0,3,9,1965,0,98199,47.6441,-122.393,1940,7550,1168000
1500,2,2.0,1.0,0,0,5,6,1939,0,98178,47.5017,-122.251,1540,12810,259000
1780,2,2.5,1.0,0,1,4,7,1985,0,98059,47.4701,-122.142,1890,12370,359000
4130,6,5.0,1.0,0,0,3,11,1957,0,98118,47.5404,-122.269,4030,9480,753000
680,2,1.5,1.0,0,0,5,6,1915,0,98106,47.5283,-122.342,650,6600,171000
840,3,0.75,1.0,0,0,3,4,1919,1996,98144,47.5723,-122.277,760,6170,225000
2620,4,3.25,1.0,0,0,3,8,1924,0,98199,47.6334,-122.386,1860,14560,916000
2670,5,3.25,1.0,0,0,4,9,1932,0,98144,47.5698,-122.296,2500,9570,707000
1140,3,2.25,1.0,0,0,3,6,1942,0,98042,47.3573,-122.099,900,15490,182000
1530,2,2.0,2.0,0,0,3,7,1973,0,98199,47.6508,-122.41,1400,5490,557000
1700,3,1.5,2.0,0,0,3,7,1956,2000,98117,47.6843,-122.382,1470,9010,461000
1890,3,2.5,2.0,0,0,3,6,1922,2006,98133,47.7333,-122.333,1860,13250,425000
3410,6,5.0,1.0,0,1,3,9,1973,2006,98052,47.6525,-122.094,2550,11600,1476000
2330,4,2.75,1.0,0,0,2,8,1929,0,98112,47.622,-122.297,1450,8790,826000
2200,4,2.75,2.0,0,0,3,8,1924,0,98023,47.3108,-122.365,1960,10600,315000
1000,2,1.5,2.0,0,0,3,7,1935,0,98103,47.68,-122.352,680,6370,411000
2030,4,2.5,2.0,0,0,4,8,1966,0,98106,47.5193,-122.357,2190,8990,479000
2340,4,2.5,1.0,0,0,4,9,1949,0,98103,47.7054,-122.363,2430,8340,784000
1250,3,1.25,1.0,0,1,4,7,1919,0,98052,47.6758,-122.105,1070,3910,548000
3150,5,3.25,1.0,0,0,5,9,2001,0,98059,47.507,-122.126,3370,4960,984000
2950,7,3.75,1.0,0,0,1,9,1920,2012,98117,47.6924,-122.383,2110,4770,739000
1430,3,2.0,3.0,0,0,3,6,1949,0,98117,47.6741,-122.392,1510,17800,471000
2960,5,3.5,1.0,0,0,3,10,1985,0,98112,47.6451,-122.288,3350,4620,1756000
2240,3,3.25,2.0,0,0,3,7,1937,0,98042,47.3568,-122.109,2620,17460,398000
2160,4,2.25,2.0,0,0,3,7,1927,0,98125,47.7254,-122.304,2050,5370,502000
1340,3,2.0,1.0,0,0,4,6,1951,0,98042,47.3795,-122.112,1410,11140,264000
2760,5,3.5,2.0,0,0,3,8,1976,0,98004,47.6022,-122.206,3000,6990,1441000
1710,4,1.5,1.0,0,0,4,8,1912,1988,98106,47.5366,-122.365,1620,5270,306000
1090,3,2.0,1.0,0,0,3,6,1927,0,98118,47.5524,-122.297,990,8040,171000
1070,4,1.5,1.0,0,0,4,7,1911,2014,98199,47.6388,-122.395,780,11090,403000
2250,5,2.25,1.0,0,0,4,8,1972,0,98117,47.6839,-122.372,1870,11870,706000
1640,3,2.0,1.0,0,0,3,8,2009,0,98178,47.4885,-122.256,1320,9260,305000
2010,3,2.5,1.0,0,0,3,7,1953,0,98133,47.7743,-122.337,1670,16480,425000
1850,4,1.75,3.0,0,0,4,7,1926,0,98118,47.5564,-122.262,2320,10820,409000
2520,4,3.5,1.0,0,0,5,8,1984,0,98133,47.7307,-122.345,1630,3340,568000
2580,5,2.75,1.0,0,0,4,9,1933,2013,98199,47.6511,-122.383,2030,14590,1015000
2420,4,3.0,2.0,0,0,3,9,1997,0,98033,47.6945,-122.19,1730,13770,1127000
1120,3,1.5,1.0,0,0,3,7,1939,0,98031,47.4239,-122.194,1310,5780,239000
1310,3,2.75,1.0,0,0,3,6,1971,2002,98118,47.5478,-122.266,970,12470,318000
1790,4,2.25,1.0,0,0,5,7,1931,0,98115,47.6805,-122.3,2090,4730,608000
1600,4,2.5,2.0,0,0,5,7,1937,0,98033,47.6839,-122.2,1190,6420,720000
2650,4,3.25,1.0,0,3,3,9,1937,0,98133,47.7382,-122.327,2930,13910,743000
2370,5,3.25,1.0,0,0,3,8,1977,0,98115,47.6829,-122.277,2490,8850,762000
4560,7,5.5,1.0,0,0,3,11,1981,0,98112,47.623,-122.294,4070,3620,3457000
2720,5,4.0,3.0,0,0,3,9,1984,0,98042,47.3536,-122.095,2840,7980,466000
2040,3,2.0,1.0,0,0,4,8,1967,0,98004,47.6113,-122.202,1310,5190,1323000
1660,4,2.0,1.0,0,0,3,5,1974,2001,98117,47.6881,-122.371,1170,9190,374000
2230,4,4.0,1.0,0,4,3,9,1985,0,98118,47.5513,-122.281,2310,6410,648000
1700,2,2.0,1.0,0,0,4,6,1992,0,98178,47.4951,-122.25,1500,2570,295000
3590,7,4.5,1.5,0,0,5,10,2006,0,98178,47.4822,-122.237,2050,12110,760000
1230,3,1.75,1.0,0,0,3,7,1937,0,98178,47.4946,-122.268,1520,4930,241000
1130,3,0.75,2.0,0,0,3,7,1926,0,98117,47.7171,-122.374,830,10120,297000
2930,6,3.75,2.0,0,3,3,8,1975,0,98004,47.642,-122.21,2640,4590,1248000
1750,3,2.75,1.0,0,0,3,6,1930,0,98199,47.6394,-122.384,1950,8230,505000
5300,7,5.5,1.0,0,0,3,12,1984,0,98059,47.4654,-122.121,5500,4960,1842000
2400,4,3.75,1.0,0,0,4,8,1953,0,98106,47.5438,-122.355,2450,8090,587000
840,2,1.25,1.0,0,0,3,7,1977,0,98004,47.5892,-122.22,950,13520,496000
1440,3,2.0,2.0,0,0,3,7,1986,0,98178,47.5124,-122.235,960,8630,292000
1250,2,1.0,2.0,0,0,4,7,2002,0,98059,47.4592,-122.128,1210,11500,376000
1050,2,1.5,1.0,0,3,3,6,1909,0,98112,47.6215,-122.297,910,10240,338000
1790,4,2.75,1.0,0,0,3,5,2009,0,98118,47.5413,-122.263,2020,11340,334000
1650,4,2.0,1.0,0,0,4,7,1948,0,98033,47.6706,-122.181,1440,2940,615000
2160,5,2.75,1.0,0,0,5,8,1942,1985,98033,47.6861,-122.178,1980,7850,938000
780,2,1.0,1.0,0,4,5,7,1923,0,98112,47.6515,-122.282,630,5070,488000
1620,2,1.75,1.0,0,0,4,6,1965,0,98117,47.6876,-122.358,1450,13160,414000
2320,4,3.25,1.5,0,0,3,8,1943,0,98033,47.6712,-122.215,1240,14070,1015000
1320,3,2.0,2.0,0,0,4,7,1909,0,98117,47.6828,-122.384,1250,8820,446000
1810,5,1.75,2.0,0,0,3,8,2005,0,98118,47.545,-122.261,1250,6540,418000
1360,3,2.0,1.0,0,0,3,7,1952,2009,98004,47.6323,-122.228,1340,16830,757000
1860,5,1.75,2.0,0,0,3,8,1947,0,98112,47.648,-122.299,1320,6630,996000
1320,2,2.0,1.0,0,0,3,7,1995,0,98106,47.5322,-122.349,1580,7770,245000
2260,4,2.75,1.0,0,0,3,8,1900,0,98144,47.5834,-122.271,1430,5580,508000
970,1,1.5,1.0,0,0,4,6,2008,0,98031,47.4379,-122.195,730,7610,198000
1890,5,2.5,1.0,0,0,4,6,1977,0,98033,47.6854,-122.203,2300,21410,662000
1930,4,2.25,1.0,0,0,3,6,1999,0,98106,47.5289,-122.352,2040,9900,400000
2820,6,3.0,1.0,0,0,3,9,1907,0,98133,47.7477,-122.334,3180,6780,721000
1390,3,1.75,1.0,0,0,4,5,2009,0,98031,47.4095,-122.2,1300,5370,242000
1100,3,2.0,2.0,0,0,3,7,1991,0,98106,47.5498,-122.353,880,18320,251000
2100,4,1.75,3.0,0,0,3,8,2010,0,98023,47.3044,-122.354,2010,9300,387000
3400,7,3.75,2.0,0,0,3,9,2014,0,98144,47.5713,-122.29,3140,4870,882000
