tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
20,83.83,1750.77,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,No,0
32,52.43,1743.63,One year,Credit card,DSL,Yes,No,No,No,No,No,Female,1,Yes,Yes,Yes,No,0
27,23.4,605.65,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
6,90.64,539.81,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,No,1
20,80.93,1633.25,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,Yes,0
39,19.53,749.76,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
29,62.24,1717.6,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,No,0
15,69.56,1092.9,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
19,21.3,410.48,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,No,0
23,54.52,1271.05,Month-to-month,Bank transfer,DSL,No,No,No,No,No,Yes,Female,1,Yes,No,No,No phone service,0
70,53.44,3583.03,One year,Credit card,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,No,0
13,80.48,1095.69,One year,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,0
25,40.36,1034.66,Month-to-month,Bank transfer,DSL,No,No,No,No,No,No,Male,1,No,No,Yes,No,0
13,20.31,250.86,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,1
56,55.65,3077.81,One year,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,0
16,85.04,1294.08,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,1
50,54.88,2783.13,Two year,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
12,57.61,658.21,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,No,0
6,60.63,379.25,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,0
9,55.14,477.1,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,No,1
52,54.65,2920.82,Two year,Mailed check,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,Yes,0
43,14.43,590.1,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
54,53.78,2795.32,Two year,Credit card,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,0
1,68.27,67.82,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,No,1
27,84.95,2359.64,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,Yes,0
12,61.17,747.23,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,1
34,96.19,3201.88,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,0
4,21.46,84.33,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,No,No phone service,0
23,65.05,1546.91,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
9,45.92,432.62,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,No,1
15,85.09,1305.51,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,1
4,57.33,222.52,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,Yes,No,0
14,60.44,821.67,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,No,1
2,26.09,51.26,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
9,67.05,588.98,Month-to-month,Credit card,DSL,Yes,No,No,No,Yes,No,Male,1,Yes,No,Yes,Yes,0
13,91.94,1179.49,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,No,1
28,68.28,1828.97,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,Yes,0
17,21.05,343.92,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
7,95.77,681.91,Two year,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,No,Female,1,No,Yes,Yes,Yes,0
15,95.95,1399.3,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,0
12,70.32,843.67,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,No,1
72,55.94,4121.72,Two year,Mailed check,DSL,No,No,Yes,No,Yes,No,Female,0,No,Yes,Yes,No,0
14,60.72,845.76,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,No,1
34,47.95,1588.02,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,No,Female,0,No,Yes,No,No phone service,0
39,62.86,2479.88,Month-to-month,Mailed check,DSL,Yes,No,No,No,Yes,No,Male,1,Yes,No,Yes,Yes,0
36,82.26,3034.62,One year,Electronic check,Fiber optic,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,No phone service,0
33,63.33,2101.36,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,Yes,0
35,97.44,3245.75,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
39,95.68,3840.09,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,1,No,No,Yes,No,0
32,19.85,654.29,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,0
21,82.63,1700.78,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,1
49,60.64,2857.56,Two year,Bank transfer,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
3,71.75,222.33,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,0
70,90.95,6474.94,One year,Bank transfer,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,Yes,0
41,59.97,2383.68,Two year,Credit card,DSL,Yes,No,No,No,Yes,No,Female,0,No,Yes,Yes,No,0
37,94.99,3676.0,Two year,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,No phone service,0
60,63.78,3647.23,Two year,Bank transfer,DSL,No,No,No,No,Yes,Yes,Male,0,No,Yes,No,No phone service,0
64,14.4,961.56,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,0
23,87.25,2024.6,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
43,87.76,3764.48,Two year,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,0
17,25.27,423.63,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
69,64.2,4518.44,Two year,Electronic check,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,No phone service,0
10,71.22,706.64,Month-to-month,Bank transfer,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,No,0
35,15.94,542.65,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,0
49,67.09,3440.34,Two year,Electronic check,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,No,0
60,59.36,3635.53,Two year,Mailed check,DSL,No,No,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,0
48,84.21,3977.38,One year,Mailed check,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
8,72.38,604.41,One year,Credit card,DSL,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,Yes,0
36,25.13,945.67,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
17,56.07,999.7,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,No,No,No phone service,0
12,76.66,938.17,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,No phone service,1
37,87.85,3270.58,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,1
16,22.43,361.71,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,Yes,0
62,18.27,1089.43,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
32,46.24,1466.23,One year,Mailed check,DSL,No,No,No,No,No,No,Male,1,Yes,Yes,Yes,No,0
16,18.36,300.97,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
56,78.45,4358.1,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,No,0
17,75.06,1283.77,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,Yes,No,No phone service,0
26,56.23,1518.9,Two year,Bank transfer,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
9,85.82,801.46,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,1
37,82.62,3013.61,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,1
9,92.04,800.91,Two year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,Yes,Yes,Yes,0
72,80.07,5767.87,One year,Credit card,Fiber optic,Yes,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
38,83.38,3176.76,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,Yes,0
21,50.95,1016.56,Month-to-month,Mailed check,DSL,No,No,No,Yes,No,No,Female,0,No,Yes,No,No phone service,0
33,81.23,2761.18,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,Yes,1
4,45.44,181.26,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,No phone service,1
23,97.41,2168.97,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
25,88.31,2293.96,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,1
16,94.46,1520.48,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,1
33,77.86,2462.91,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,Yes,No,No phone service,1
25,103.64,2684.74,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,Yes,0
65,69.62,4314.8,One year,Mailed check,DSL,Yes,No,Yes,No,Yes,No,Male,0,No,Yes,Yes,Yes,0
29,66.7,1973.95,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
11,52.26,556.73,One year,Credit card,DSL,No,No,No,No,Yes,No,Female,1,No,No,Yes,No,0
23,90.81,2091.83,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,No,No phone service,0
45,95.41,4099.83,One year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,No,No,Yes,Yes,0
37,64.98,2462.78,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
53,80.28,4437.66,One year,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
29,90.34,2626.2,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
19,58.45,1097.45,One year,Mailed check,DSL,No,Yes,No,No,Yes,No,Male,0,Yes,No,No,No phone service,0
3,84.81,265.29,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,Yes,1
4,23.89,93.36,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,No,No phone service,0
11,14.45,160.88,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
46,80.74,3594.6,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,No phone service,0
17,81.38,1427.23,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,No phone service,1
20,77.82,1480.46,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,No phone service,1
37,62.28,2300.79,Two year,Electronic check,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,No phone service,0
12,65.42,759.83,One year,Bank transfer,DSL,Yes,Yes,No,Yes,Yes,No,Male,1,Yes,No,Yes,No,0
24,88.5,2041.62,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,0
13,64.14,804.65,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,No,0
44,95.04,4258.44,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,1,No,No,No,No phone service,0
52,84.42,4389.12,One year,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,Female,1,No,No,Yes,Yes,0
20,91.73,1758.42,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
17,56.8,957.4,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
31,22.24,721.43,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
3,102.67,295.97,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,1
24,65.73,1595.91,One year,Electronic check,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,Yes,Yes,0
62,89.73,5661.73,One year,Electronic check,Fiber optic,Yes,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,No phone service,0
6,90.4,519.32,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,Yes,Yes,1
12,18.23,220.47,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,1
9,85.89,760.55,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
44,21.29,940.76,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
11,20.13,219.7,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
15,71.17,1068.92,Two year,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,No,0
29,55.35,1643.47,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,No,No,Female,0,No,Yes,No,No phone service,1
23,51.0,1172.59,One year,Electronic check,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,No phone service,0
37,71.29,2721.61,One year,Electronic check,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,0
19,87.47,1722.09,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,1
5,87.03,418.07,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,Yes,1
1,96.89,101.44,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,1
2,24.35,46.61,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
16,64.89,1071.64,Month-to-month,Electronic check,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
29,98.89,2955.02,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,1
22,65.85,1491.23,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,Yes,1
63,104.64,6471.16,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,Yes,0
70,53.86,3666.73,Two year,Electronic check,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,No,0
1,87.76,90.06,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,1
59,79.62,4470.34,One year,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,0
68,42.3,2813.05,Two year,Bank transfer,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,No,0
6,69.22,434.0,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,Yes,No,Female,0,No,Yes,Yes,No,0
36,25.5,935.07,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
17,80.81,1412.19,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
24,78.97,1846.24,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,0
8,26.09,208.79,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,0
10,18.02,184.68,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,1
7,22.14,162.27,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,1
3,26.91,84.64,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,1
36,23.74,854.01,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
29,56.4,1653.93,Month-to-month,Credit card,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,Yes,Yes,0
39,81.53,3271.66,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,0
34,85.22,2817.38,Two year,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
6,91.2,540.55,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,1
61,89.82,5551.05,Two year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
33,57.41,1968.72,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
37,23.52,831.1,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
38,77.68,2936.92,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,No,Yes,No,0
7,71.27,522.39,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,No,1
28,88.54,2552.41,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
26,18.84,497.02,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
36,52.08,1880.44,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,Yes,0
39,55.89,2205.3,Month-to-month,Mailed check,DSL,No,No,No,Yes,No,No,Female,0,No,No,Yes,Yes,0
54,22.25,1200.31,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
10,86.0,861.35,Two year,Credit card,Fiber optic,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
8,17.71,145.7,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
23,82.53,1875.93,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,Yes,Yes,No,0
16,24.2,396.71,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
13,26.52,337.56,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
8,96.9,810.49,One year,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,No,Male,0,No,Yes,Yes,Yes,0
16,59.59,915.97,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
20,78.73,1522.0,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,Yes,1
29,77.99,2347.41,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,No,0
12,18.35,220.55,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
4,62.67,243.53,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,1
